icao,name,lat,lon
LB-0007,Tel al Zaatar Airfield,33.86781,35.55294
LEBD,El Bodon Heliport,40.484557,-6.577145
LFAJ,Argentan Airfield,48.709456,0.002856
LFKE,Saint-Jean-en-Royans Airfield,45.027802,5.31
LKPR,Václav Havel Airport Prague,50.100874,14.259911
LLHS,Hatzor Air Base,31.762501,34.7272
LOBK,OAMTC / Gneixendorf Heliport,48.446465,15.628517
LOWZ,Zell am See Airfield,47.291468,12.790632
LSPU,Münster Airfield,46.480301,8.26333
LY-0006,Former Bombah Airport,32.41779,23.126135
LZJS,Jasná Airfield,49.047939,19.506791
OIGG,Sardar-e-Jangal Airport,37.323333,49.617778
PL-0014,Brzezie Highway Strip,53.814197,16.977513
PL-0090,Tworzyjanów Airstrip,50.922834,16.678917
PL-0231,Nowe Tarnowo,52.16494,16.76524
PT-0047,Monchique Heliport,37.32013,-8.552329
RU-0281,Bely Klyuch Airfield,54.1965,48.321
RU-0326,Kamenka Air Base,53.205,44.065
SE-0069,Skeppsdal Airstrip,59.49633,18.42299
SI-0010,Kamnik - Dulnica Airfield,46.197037,14.580982
SI-0025,Prekopa Airstrip,46.25017,14.99706
SY-0013,Murshid Sarhan Agricultural Airport,36.03552,36.68491
TR-0025,Bingöl 49th Motor Rifle Brigade Command Heliport,38.87961,40.51455
TR-0231,Güngören North Border Post Heliport,39.603575,44.459772
UA-0024,Askaniya-Nova Airport,46.419998,33.724998
UA-0038,Kyiv Chaika Airfield,50.431185,30.30093
UMNM,Novo-Pashkovo Airfield,53.945,30.244
XK-0021,Camp Villaggio Italia Heliport,42.63094,20.28684
BG-0004,Zagortsi Airfield,42.401306,27.070605
BG-0098,Vetovo Airport,43.71982,26.2748
BG-0154,Ognyanovo Airfield,43.88898,27.67983
BISK,Skógasandur Airport,63.517682,-19.4925
D154,Gerlingen Fa. Bosch Helipad,48.785525,9.062897
DE-0117,Quakenbrück Airfield,52.6634,7.9249
DE-0267,Tübingen Trauma Hospital Rooftop Helipad,48.532977,9.03551
DE-0318,Möckmühl-Korb Airfield,49.3442,9.401
DE-0853,Hanau Fire Department Emergency Heliport,50.14534,8.94291
EDHW,Wahlstedt Airfield,53.969444,10.221667
EDRL,Flugplatz Lachen-Speyerdorf,49.330833,8.209722
EIKN,Ireland West Airport Knock,53.910439,-8.817002
EKSD,Spjald Airfield,56.102699,8.51423
EPNM,Nowe Miasto nad Pilicą Airfield,51.628335,20.541228
ES-0049,Aerodrómo de Sanchidrián,40.89995,-4.609617
ES-0146,Aeródromo de San Torcuato,42.474227,-2.872739
ESND,Sveg Airport,62.047798,14.4229
FR-0005,Sainte Catherine Hospital Heliport,48.745702,7.350851
FR-0193,Hôpital Jean Marcel Heliport,43.40305709838867,6.066389083862305
FR-0260,Col de la Fenêtre Altiport,45.35498,6.488339
FR-0283,Altisurface de Honteyde,42.837223,0.502222
FR-0633,Mascar Airfield,44.649167,0.818889
FR-1049,Théoule-sur-Mer Seaplane Base,43.478333,6.940556
FR-1286,Domaine de Vadancourt,49.900343,3.183224
FR-1295,golf wimereux DZ,50.788503,1.61168
GB-0026,Newton Peveril Airfield,50.794959,-2.096689
GB-0115,RAF Bekesbourne,51.252397,1.160015
GB-0392,South Wales Gliding Club,51.719348,-2.848748
GB-0667,Park Farm Airstrip,54.287538,-1.831541
GB-0822,Great Friars Thornes Farm Airstrip,52.658476,0.64167
GB-0826,Berry Grove Farm Airstrip,51.053005,-0.896823
GB-1267,RAF West Malling,51.27,0.4
GB-1283,Addiston Mains Farm Heliport,55.915381,-3.349063
GE-0019,Ochamchire Base Heliport,42.666106,41.484162
HEBA,Alexandria International Airport,30.93249,29.696437
HR-0010,Mirkovac Airstrip,45.7310129,18.7884716
HU-0078,Balassagyarmat Airfield,48.078037,19.321749
IE-0078,Gormanstown Aerodrome,53.6348,-6.2277
IT-0318,Sedico Airfield,46.091613,12.089596
IT-0640,Tortorella Airfield,41.484722,15.652778
IT-0689,Elisuperficie Pennile di Sotto,42.8561,13.596429
LAKV,Kuçovë Air Base,40.7719,19.901899
LFAG,Péronne Saint-Quentin Airfield,49.868871,3.029566
LFST,Strasbourg Airport,48.5383,7.62823
LGML,Milos Airport,36.696899,24.4769
LGNX,Naxos Island National Airport,37.0811,25.368099
LIMJ,Genoa Cristoforo Colombo Airport,44.412039,8.840732
LIQB,Arezzo Molin Blanco Airfield,43.455248,11.847393
LKBD,Brodek u Přerova Heliport,49.483889,17.326944
LKTH,Těchonín HEMS Heliport,50.060128,16.612182
LT-0028,Balbieriškis airstrip,54.53103,23.84071
LV-0045,Garlene Airstrip,57.2668037,22.8155028
LY89,Bor Airport,44.0182,22.1371
LZTR,Trnava Airfield,48.451959,17.531818
NL-0076,Salland Glider Field,52.468333,6.333333
NO-0026,Evje Airfield,58.60472106933594,7.8125
PL-0136,Szorce Airstrip,53.285388,22.674194
RU-0192,Kozhin Airfield,51.125,49.639999
RU-0362,Bolshoy Lutsk Airstrip,59.4120340638,28.577284812900004
RU-0516,Kusnetsovka Airfield,56.61675,34.517382
TR-0073,Osmaniye Provincial Hospital Helipad,37.051149,36.183218
UA-0039,Tsuniv Airfield,49.831848,23.690052
UA-8381,Liubsha Air Base,49.2883,24.198299
UUOD,Pridacha Airport,51.652861,39.256244
CY-0023,Gaziveren Heliport,35.167112,32.897665
CZ-0146,Jinošov Airstrip,49.226931,16.176596
CZ-0209,Chrášťany Airfield,50.05872,14.92307
DE-0178,Düsseldorf-Wolfsaap Glider Field,51.2649,6.8539
DE-0246,Urspring Airfield,48.553,9.9038
DE-0525,Nennig Heliport,49.53668,6.38792
DE-0586,Juraklinik Scheßlitz Heliport,49.9801,11.03935
DK-0012,Aarhus University Hospital Helipad,56.192954,10.167553
EBKG,Kortrijk - AZ Groeninge Helipad,50.802873,3.264039
EDGQ,Schameder Airfield,51.000266,8.30914
EDHN,Neumünster Airport,54.079445,9.941389
EG-0056,Wadi Firan Heliport,28.6886,33.35797
EGNG,Bagby Thirsk Airfield,54.211226,-1.292417
ENBM,Bømoen Airfield,60.638098,6.499786
ENSK,"Stokmarknes Airport, Skagen",68.578827,15.033417
ES-0159,Campo de Vuelo Moixent-Mogente,38.817024,-0.833138
ES-0270,Torres Torres Airstrip,39.730145,-0.330234
ES-0337,Ibias Park Fire Fighting Heliport,43.027069,-6.88433
ESEL,US Linköping Hospital Helipad,58.401555,15.619415
ESTL,Ljungbyhed Airfield,56.082802,13.2125
FR-0339,Saint Sigismond ULM,47.439444,-0.935833
FR-0380,Les Bories Ultralight Airfield,44.511353,3.270996
FR-0423,Le Burgaud Ultralight Airfield,43.816327,1.13966
FR-0555,Brisset Hospital Heliport,49.92565,4.0722
FR-0784,Tincey Airfield,47.606154,5.785216
FR-1183,Rumegies,50.499384,3.358437
FR-1258,Bitche Army Air Base,49.06007,7.45009
GB-0265,Lower Withial Farm Airstrip,51.125318,-2.596594
GB-0299,RAF Winfield,55.7496625,-2.1643404
GB-0463,RAF Davidstow Moor,50.6363,-4.6134
GB-0626,North Reston Hall Farm Airstrip,53.325672,0.071807
GB-0845,Halesland Glider Field,51.262,-2.7319
GB-1088,RAF Framlingham / Parham Airfield,52.19644,1.40837
GB-1137,Isham Airstrip,52.361109,-0.718167
HR-0003,Rijeka Seaplane Terminal,45.326054,14.438421
HR-0041,Našice Barracks Heliport,45.484955,18.075061
IE-0085,Castlebridge Airport,52.3978,-6.4628
IT-0005,Aviosuperficie Bovarella,37.792694,12.845078
IT-0097,"Campo di Volo ""Fly Club""",41.10457,14.45698
IT-0189,Rivoli Avro Airfield,46.233786,13.072443
IT-0230,Campo di Volo Pietralunga,43.450539,12.401383
KW-0011,Ouha Island Helipad,29.3777,48.44129
LDSH,Hvar Airfield,43.181702,16.633301
LELA,La Calderera Airfield,38.747898,-3.51456
LETO,Madrid–Torrejón Airport / Torrejón Air Base,40.487875,-3.456808
LFJB,Mauléon Airfield,46.902802,-0.697778
LFSV,Pont-Saint-Vincent Airfield,48.600127,6.056514
LIPL,Ghedi Air Base,45.432551,10.268612
LOKN,Nötsch im Gailtal Airfield,46.5811,13.6292
LZSE,Senica Airfield,48.657927,17.329459
MT-0007,Comino Heliport,36.01007,14.347306
NL-0143,Slootdorp Glidersite,52.8353,4.95056
NO-0004,Gressholmen Seaplane Base,59.883888244628906,10.716667175292969
NO-0085,Lier Airfield,59.884192,10.280081
PL-0259,Pokrzywki Airfield,53.30729,19.42302
RO-0004,Ineu King's Land Airfield,47.079167,22.100278
RO-0087,Laci Oros Airfield,47.30468,22.39987
RU-0422,Mostovskoy Airfield,44.393346,40.81614
RU-10065,Pudozh,61.825001,36.580002
RU-10159,Vasilevo Airstrip [INACTIVE],56.55732,38.58063
SK-0074,Rozhanovce Airstrip,48.751817,21.328326
SY-0010,Al-Mayadin Airport,34.99724,40.42123
TR-0039,Kayseri Hava İkmal Airfield,38.7029942184,35.504550933800004
TR-0157,Alara Helipad,36.659185,31.665097
TR-0288,Gokceada Old Airport,40.208108,25.890265
UA-0162,Partenit Heliport,44.586,34.3396
XK-0003,Malisheva Airfield,42.47664,20.78648
AT-0051,Baden Hospital Helipad,48.000612,16.255796
CZ-0148,Veselí u Přelouče Airfield,50.00682,15.616915
CZ-0185,Mříčná Airstrip,50.59624,15.48122
D430,Stuttgart Katharinen Hospital Helistop,48.783827,9.173173
DE-0067,Dürabuch Glider Airfield,48.26225,11.2094
DE-0087,Hallertau Airfield,48.64972,11.59687
DE-0251,Singhofen Airfield,50.2714,7.8548
DE-0337,Crawinkel Airfield,50.778494,10.81692
DE-0654,Ortenau Hospital Lahr-Ettenheim Heliport,48.34407,7.88709
DE-0730,Marburg University Hospital Ground Heliport,50.8139,8.8044
DZ-0005,Boulaadam Air Base,29.6397,-3.9939
EBAM,Amougies Airfield,50.740101,3.4849
EDLW,Dortmund Airport,51.518299,7.61224
EDNC,Beilngries Airfield,49.021389,11.484722
EDPC,Bad Endorf/Jolling Airfield,47.926899,12.2872
EDSR,Radolfzell-Stahlringen Airfield,47.802587,8.979378
EGXG,Leeds East Airport,53.834747,-1.194678
EKAN,Syd Arne Nord Helideck,56.095833,4.219167
ESCF,Malmen Air Base,58.397666,15.522422
ESEB,Borås Hospital Heliport,57.724183,12.964318
FR-0044,Circuit Automobile de Nevers Magny-Cours Heliport,46.856388092041016,3.1541669368743896
FR-0088,Percy Army Training Hospital Heliport,48.814283,2.253921
FR-0388,ZTN Air ULM,49.0139,0.03611
FR-0843,Lalœuf Airfield,48.463333,6.024167
FR-1090,Louis Raffalli Manosque Hospital Heliport,43.828121,5.806012
FR-1231,Lantheuil Airfield,49.27103,-0.53224
FR-1285,Le canotier,50.25081,3.285288
GB-0244,RAF Cammeringham / RAF Ingham,53.340841,-0.548759
GB-0272,Newnham Airstrip,52.01986,-0.167785
GB-0660,North Rigton Private Airstrip,53.940831,-1.552205
GB-0674,Hendon Aerodrome,51.601,-0.245
GB-0699,Drayton Home Farm Airstrip,52.408663,-0.596008
GB-0728,Greenhills Farm Airstrip,54.745743,-1.393826
GB-0850,Middlegate Farm Airstrip,51.0621,-2.7969
GB-1216,Brough Airport,53.7197,-0.566333
GR-0029,Eordaea Airfield,40.57211,21.582899
HR-0016,Prelog Marina Airfield,46.32439,16.60041
IQ-0017,H2 Air Base,33.36372375488281,40.5880241394043
IT-0082,Madonna di Loreto Airfield,43.43913,13.57054
IT-0126,Delta Club Napoli Airfield,41.065757,13.962901
IT-0569,Batfly Airfield,41.343401,16.213181
IT-0714,Versilia Hospital Heliport,43.91513,10.221968
LBKL,Kalvacha Airfield,42.585997,25.426976
LELB,Regional Emergency Center Heliport,40.475232,-2.383516
LEXJ,Seve Ballesteros-Santander Airport,43.427101,-3.82001
LFIM,Saint Gaudens Montréjeau Airfield,43.107425,0.619132
LHHO,Hajdúszoboszló Airfield,47.459717,21.390904
LTFE,Milas Bodrum International Airport,37.249314,27.66401
LV-0007,Skrunda Airfield,56.683379,21.998273
LV-0054,Lejasciems airfield,57.290981,26.618413
LWSK,Skopje International Airport,41.958087,21.622581
NO-0105,Fagernes flyplass - Strandefjorden,60.98326,9.23538
PL-0016,Debrzno (Słupia) Highway Strip,53.570662,17.26088
PL-0213,Iwno Airstrip,52.39084,17.282088
RO-0045,Barza Târgu-Jiu Airfield,45.003929,23.333545
RO-0169,SIIFT MH Helipad,44.850933,24.8608
RU-0083,Verkhnyaya Zolotitsa Airfield,65.68571,40.36182
RU-0185,Marino Airstrip,56.6339988708,36.8860015869
RU-10064,Vytegra Airfield,61.032001,36.435001
RU-9545,Zherdevka Air Base,51.833302,41.549999
TR-0114,"Aybastı ""Border Eagles"" Border Post Helipad",36.761004,37.000944
TR-0186,Marmaris State Hospital Heliport,36.858493,28.258161
UKVN,Nalyvaikivka Airfield,50.479167,29.735833
US-0214,RAF Castle Archdale/RAF Lough Erne,54.4806105242,-7.72707939148
AT-0056,Sankt Pölten Heliport,48.213279,15.627702
AT-0059,Goldeck Talstation Heliport,46.792967,13.483221
AZ-0018,Qarachala Airport,39.83179,48.966751
BE-0011,Neerpelt/Tilburgs Heliport,51.240015,5.417956
BG-0081,Kalugerene Airstrip,43.906551,26.866593
CZ-0133,Křinec Airstrip,50.2547,15.125108
CZ-0165,Kravi Hora Airfield,48.917038,16.841317
DE-0048,Steinberg in Surwold Glider Airfield,52.956445,7.556663
DE-0429,Böblingen Hospital Heliport,48.690553,9.03221
DZ-0046,Tin Fouye Tabankort Airport,28.43879,7.55191
EBHC,Hof Van Cleve Heliport,50.903791,3.509388
EDOL,Oschersleben Glider Field,52.038055,11.205556
EG-AUE,Abu Rudeis Airport,28.899694,33.202057
EGCA,Coal Aston Airfield,53.304809,-1.42886
EGLW,London Heliport,51.46992,-0.179538
EGWN,RAF Halton,51.790699,-0.737972
EHOW,Oostwold Airfield,53.208775,7.033053
EKFU,Fur Airstrip,56.824886,8.987213
EPRS,Sochaczew-Rybno,52.242789,20.126579
ES-0062,Aeródromo de Royanejos,38.979917,-6.345167
ES-0367,Doctor Negrín Hospital Heliport,28.122167,-15.443469
ES-0378,Airbus Helicopters España,38.942781,-1.877506
ESNU,Umeå Airport,63.791801,20.282801
ETNW,Wunstorf Air Base,52.457298,9.42717
FR-0362,Fresnoy-le-Grand  Ultralight Airfield,49.947375,3.393068
FR-0390,Saint-Suffren Private Ultralight Airfield,43.644951,5.312621
FR-0461,Glénan Heliport,47.723504,-4.003029
FR-0650,Campsegret Airfield,44.961111,0.563889
FR-0928,Berdoues Airfield,43.470556,0.389167
FR-1094,Melun Hospital Heliport,48.557644,2.641718
FR-1207,Winnezeele DZ,50.841137,2.553978
FR-1215,Les Valettes Glider Landing Field,43.70051,7.00483
GB-0104,RAF Babdown Farm,51.644309,-2.223701
GB-0652,Pauncefoot Farm Airstrip,50.976818,-1.520684
GB-0881,New Farm Airfield,52.175375,-0.831192
GB-0986,Godney Airstrip,51.197526,-2.754478
GB-1054,Greaghlough Airstrip,53.85961,-6.9959
GB-1344,Broadoaks Country House Heliport,54.401592,-2.917709
IE-0059,Kilbrook Airstrip,53.423,-6.7785
IT-0094,Masseria Macri Airfield,40.054607,18.214738
IT-0105,Lyra 34 Airfield,44.500278,11.944444
IT-0225,Aviosuperficie Artena,41.673056,12.845556
IT-0357,"Campo di Volo ""Air Ardara""",40.625979,8.868129
IT-0432,"Aviosuperficie ""Val Vibrata 2""",42.80427,13.794678
IT-0480,Sturaro Airfield,45.196389,12.068889
IT-0695,Police Helipad,44.048416,8.132994
IT-0712,Priolo Airfield,37.07992,14.38008
IT-0869,Elisuperficie di Cavaglio S.Donnino,46.068981,8.646723
LEHA,Alcorcón Hospital Heliport,40.349702,-3.83819
LHER,Eger Apolló Airfield,47.9052,20.4055
LHPA,Pápa Air Base,47.363602,17.500799
LKJA,Jaroměř Airfield,50.331402,15.9539
LPST,Sintra Air Base,38.8311,-9.33955
LTAW,Tokat Airport,40.32472,36.39056
LV-0005,Kazruņģis,57.5580332,25.8375718
NO-0073,Ballangen Airfield,68.33635,16.830884
OS72,Tiyas Air Base,34.5225982666,37.629901886
TN-0010,A1 Turki Heliport,36.56764,10.51647
TR-0060,Sakarya Heliport,40.75879,30.39025
TR-0212,AIBU Helipad,40.715924,31.531502
UBBA,Akstafa Airport,41.123616,45.420793
UMBK,Borisovo Air Base,52.164,24.3999
BE-0090,[Duplicate] ERQUELINNES DZ,50.292177,4.151947
BY-0007,Bykhau Air Base,53.52000045776367,30.200000762939453
CZ-0109,Dušníky Ultralight Airfield,50.412778,14.198056
CZ-0218,Světlá nad Sázavou Airstrip,49.68058,15.39649
CZ-0225,Brno Trauma Hospital Heliport,49.19785,16.616
DE-0020,Höchst Industrial Park Helipad,50.089386,8.538054
DE-0128,Tarmstedt Airfield,53.2514,9.1084
DE-0773,Dessau Municipal Hospital Rooftop Heliport,51.81586,12.19702
DE-0825,Neurath Power Station Heliport,51.03358,6.61428
DE-0901,Flughafen München-Riem,48.137798,11.6903
DK-0051,Grimlund/Hoven Airstrip,55.822478,8.717765
EDRF,Bad Dürkheim Airfield,49.4728,8.195737
EDVT,Ithwiesen Airfield,51.952,9.662
EG-0018,Borj El Arab Stadium Heliport,30.99648,29.72718
EG-0077,Baloza Airport,30.999518,32.551396
EKAO,Ærø Heliport,54.89068,10.398566
ENSE,Snorre A Helipad,61.4489,2.1425
ES-0109,Folgueroles Airfield,41.9527,2.3072
ES-0331,La Graciosa Heliport,29.229606,-13.510984
ESMV,Hagshult Air Base,57.292194,14.136792
ESOK,Karlstad Airport,59.444698,13.3374
FO-0004,Faroe Islands National Hospital Helipad,62.001588,-6.774736
FR-0096,Le Corum Heliport,43.61360931396485,3.882221937179565
FR-0123,Toulouse Rangueil Pech David Heliport,43.5613899230957,1.44861102104187
FR-0124,Boulogne-sur-Mer Hospital Heliport,50.722951,1.62887
FR-0590,L'Isle sur Tarn Airfield,43.856944,1.820833
FR-0712,Santilly Airfield,48.158889,1.853333
FR-1045,Bolleville Airfield,49.600556,0.5525
FR-1084,Langon Centre Hospitalier Heliport,44.544722,-0.243611
FR-1217,Le Pommereuil,50.116302,3.599584
GB-0037,White Ox Mead Airstrip,51.319857,-2.400939
GB-0734,Kenyon Hall Farm Airstrip,53.4542,-2.5813
GB-0877,The Moy Airstrip,54.43514,-6.67659
GB-1066,Dollar airstrip,56.170594,-3.654502
GB-1081,Pathfinder Flying Club Airstrip,52.35523,-0.11775
GB-1328,RNAS Inskip (HMS Nightjar),53.827559,-2.836441
GR-0026,Othoni Heliport,39.860692,19.42056
HR-0022,Split-Resnik Seaplane Base,43.528647,16.302628
IE-0020,Tibohine Airfield,53.884757,-8.488176
IE-0072,Adamstown Airfield,53.536548,-6.734977
IT-0473,Gallipoli Flying Field,40.015211,18.023823
IT-0661,HeliSorrento Heliport,40.614109,14.362
IT-0786,Champillon altiporto,45.850642,7.273913
LERG,Berga Heliport,42.104811,1.85812
LFBS,Biscarrosse Parentis airfield,44.3694,-1.13056
LGMT,Mytilene International Airport,39.057406,26.598629
LIBA,Amendola Air Base,41.538443,15.717181
LSPF,Schmerlat Airfield,47.690203,8.526178
LSYR,Rosa Blanche Mountain Landing Site,46.060833,7.354722
LT-0026,Dainava Airstrip,54.32387,25.24008
LW73,Štip Airstrip,41.798058,22.109863
MT-0004,RAF Krendi,35.835423,14.435584
OETR,Turaif Domestic Airport,31.692188,38.731544
PT-0011,Hospital do Divino Espirito Santo Heliport,37.75285,-25.676204
RO-0046,Ilfoveni (Aerogetic) Airfield,44.794536,25.589261
RS-0016,Zlatibor Sport Airstrip (U.C.),43.724368,19.678661
RU-8974,Yaroslavl Levtsovo,57.729377,40.046008
SA-0044,Haql General Hospital Heliport,29.29476,34.93807
UMKE,Medovoye Airfield,54.540937,20.336244
UMOO,Mogilev Airport,53.95489883422852,30.09510040283203
BG-0153,Gara Dulovo Airfield,43.790882,27.126844
BIGH,Gunnarsholt Airport,63.85329818725586,-20.262800216674805
BISR,Stórikroppur Airport,64.632625,-21.490859
DA13,Tinfouchy Airport,28.879299,-5.8229
DAOI,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114
DAUK,Touggourt Sidi Madhi Airport,33.067799,6.08867
DE-0104,Höpen Airfield,53.1473,9.796
DE-0641,Siloah Sankt Trudpert Hospital Heliport,48.8979,8.67334
DE-0814,Ottmarsbocholt Airfield,51.82325,7.51512
DE-0924,Worth Ultralight strip,53.4769,10.40871
DK-0005,Bogense Flyveplads,55.543022,10.032566
DK-0011,Rigshospitalet Helipad,55.696662,12.566769
EDCQ,Aschersleben Airfield,51.766945,11.498333
EDXB,Heide-Büsum Airport,54.153332,8.901667
EG-0003,Bilbeis 2 Airfield,30.42060089111328,31.67889976501465
EGED,Eday Airport,59.19060134887695,-2.7722198963165283
EGEH,Whalsay Airstrip,60.376835,-0.927229
EHJF,K5-ACP Heliport,53.69556,3.33889
EICK,Cork International Airport,51.841301,-8.49111
EKVH,Vesthimmerland Airfield,56.846613,9.460602
ESML,Landskrona Enoch Thulins Airfield,55.946124,12.870001
FR-0048,Centre Hospitalier Heliport,48.63888931274414,-2.0083329677581787
FR-0635,Boeil Bezing Airfield,43.245,-0.213333
FR-0800,Thoiry Airfield,48.875357,1.79374
FR-0880,Cox Airfield,43.7625,1.0525
FR-1026,Saint Vincent de Mercuze Airfield,45.368333,5.968889
GB-0150,Knockrome Airstrip,55.874329,-5.908993
GB-0202,Insch Airstrip,57.310997,-2.648415
GB-0282,Newnham Grounds Airstrip,52.2376234,-1.1416561
GB-0642,Liskeard Heliport,50.414315,-4.394102
GB-0647,Prince Charles Hospital Helipad,51.763496,-3.386852
GB-0651,Lennox Plunton Airstrip,54.841753,-4.15884
GB-0730,Ings Farm Airstrip,54.2049,-0.616
GB-1224,RAF Cottesmore,52.731772,-0.654545
HU-0009,Kenderes Airfield,47.269824,20.689702
IQ-0038,Radif Al Khafi Highway Strip,31.93083953857422,42.14059448242188
IT-0037,Merlo Romano Airfield,44.834433,7.363565
IT-0427,Andrea Bozzo Airfield,44.863742,7.407068
IT-0717,Eagles Airfield,37.520917,14.846016
IT-0843,elisuperfice Pile,45.686216,7.310929
LEOS,Aeródromo de los Oteros,42.333056,-5.451944
LERM,Robledillo De Mohernando Airfield,40.865299,-3.24778
LFBY,Dax Seyresse Airfield,43.689201,-1.06889
LFNS,Sistéron-Vaumeilh Airfield,44.286471,5.929086
LFQX,Juvancourt Aerodrome,48.113977,4.819424
LFRZ,Saint-Nazaire-Montoir Airport,47.31142,-2.152634
LHFH,Farkashegy Airfield,47.486196,18.915263
LOJD,Dornbirn City Hospital Heliport,47.406315,9.740058
LPMA,Cristiano Ronaldo International Airport,32.697812,-16.774613
LPPB,Baltar Heliport,41.19,-8.385557
LSPL,Langenthal Airfield,47.18281,7.741191
LT-0022,Aukštelkai Airfield,55.863079,23.62833
LT-9518,Kaunas Gamykla Airfield,54.880001,23.9072
LTHE,Süleyman Satır Heliport,36.834114,30.603468
LZMC,Malacky/Kuchyňa Air Base,48.402,17.118401
OETN,Ras Tanajib Airport,27.8678,48.7691
PT-0140,Herdade da Galega,39.387534,-8.358682
RO-0101,Mihăieni Airfield,47.55131,22.74838
RU-0138,Girvas Air Base,62.483002,33.75
RU-10133,Batushkovo Airfield,56.234781,37.555211
RU-7519,Povorino Air Base,51.089886,42.175312
SK-0020,Rybany Airstrip,48.6660912,18.228065
TR-0047,Zeytinburnu Pier Helipad,40.98072,28.89584
TR-0111,Federal Border Guard No. 1 Helipad,36.825974,36.662691
UKCM,Mariupol International Airport,47.07609939575195,37.44960021972656
UKHS,Sumy Airport,50.858299,34.762501
XK-0008,KFOR Camp Maxhunaj Heliport,42.78224,21.03111
BA-0015,Banja Luka Hospital Heliport,44.784259,17.175871
BG-0121,Archar Airport,43.80974,22.88929
CZ-0224,Brno University Hospital Bohunice Ground Heliport,49.17605,16.56811
DE-0066,Königsdorf Gliding Center,47.82868,11.465
DE-0138,Dehausen Airfield,51.4635,9.04925
DE-0177,Düren-Hürtgenwald Airfield,50.6937,6.4185
DE-0499,Tangeln Private Airstrip,52.66652,11.012335
DE-0561,Asklepios Children's Clinic Sankt Augustin Heliport,50.77646,7.1802
DE-0687,Bamberg Hospital Heliport,49.8676,10.88804
DK-0047,Drejø Airstrip,54.9741,10.39631
EBST,Sint-Truiden / Brustem Airfield,50.790772,5.19958
EDGW,Flugplatz „Graner Berg“,51.30722,9.175278
EFKG,Kumlinge Airfield,60.246899,20.804701
ENLI,Lista Airport,58.099499,6.62605
ES-0025,Aerodromo de Figueira dos Cavaleiros,38.077502,-8.235832
ES-0029,Fuenterrobles,39.56601,-1.36225
ES-0294,Portocristo Airstrip,39.55833,3.32024
FR-0045,Le Port Heliport,47.981175,3.386718
FR-0348,La Motte-du-Caire Glider Field,44.32286,6.031286
FR-0639,Navarrenx Airfield,43.340556,-0.710278
FR-0849,Folschviller Airfield,49.074444,6.666389
FR-0855,Bining Airfield,49.041667,7.242222
FR-0956,La Rogerie Airfield,48.311667,-0.535278
FR-1006,La Roquebrussanne Airfield,43.329167,5.996944
GB-0192,Ditton Priors Airstrip,52.503434,-2.562513
GB-0198,Priory Farm Airstrip,52.452504,1.130862
GB-0220,Spence Airfield,51.839053,-2.59089
GB-0365,Holmbeck Farm Airfield,51.910275,-0.729577
GB-0578,RAF East Moor Air Base,54.0695132,-1.0830345
GB-0690,Costock Heliport,52.8218,-1.1478
GB-0921,Home Farm Airstrip,52.10795,-1.71938
GB-1035,Greenhill Down Airstrip,51.5506,-1.45504
GB-1107,RAF Shepherds Grove,52.31549,0.91946
GB-1219,Sheffield City Airport,53.39451,-1.39306
GE-0014,Isani-Samgori Heliport,41.651019,44.870111
HLNR,Nafurah 1 Airport,29.2132,21.5924
IT-0026,Campo di Volo Ali Val di Neto,39.184793,17.107129
IT-0413,Aviosuperficie del Parteolla,39.400471,9.139151
IT-0594,Bari Coast Guard Heliport,41.137947,16.847497
IT-0664,Santo Stefano Heliport,40.789318,13.453112
IT-0931,Elisuperficie Sauze d'Oulx,45.029164,6.854739
JO-0008,Al Quwayrah Highway Strip,29.8239934905,35.3279650211
LETF,Tomás Fernández Espada Airfield,36.871793,-5.648775
LFBG,Cognac-Châteaubernard (BA 709) Air Base,45.658298,-0.3175
LFIR,Revel Montgey Airfield,43.4814,1.98
LFNH,Edgar Soumille Airfield,44.027689,5.084255
LIPD,Udine-Campoformido Airfield,46.0308,13.18225
NO-0049,Harstad Hospital Heliport,68.795716,16.525347
PL-0009,Dęblin-Ułęż Air Base,51.619167,22.101667
PL-0130,Bożykowo Airfield,54.073224,21.83375
PL-0257,Nadolna Airfield,51.91343,19.8563
RO-0001,Zanesti Airfield,46.843751,26.558603
RU-0074,Borki Airfield,58.371133,31.043243
RU-10023,Oktyabrskiy Airport,61.079011,43.198193
SE-0092,Sjöbo Air Base,55.648998260498,13.626099586487
SE-0101,Kubbe Air Base,63.632499694824,17.936000823975
SK-0025,Rusovce Airstrip,48.053679,17.133268
TR-0106,Federal Border Guard No. 11 Helipad,36.635561,36.569454
UA-0076,Turynka,50.120551,24.035789
UA-0124,Vychivka Helicopter Base,51.8205394,26.2873632
UA-0145,Chernihiv West Airfield,51.5196,30.955
UUOQ,Parus Airfield,51.587233,39.490063
BA-0001,Ciljuge Sport Airfield,44.436094,18.686457
BG-0045,Mogilishte Airstrip,43.49156,28.351996
BG-0170,Sapareva Banya Airport,42.311254,23.246098
DAON,Zenata – Messali El Hadj Airport,35.012732,-1.457117
DE-0052,Bischofsberg Airfield,50.432197,10.28316
DE-0363,UL-Gelände Bürstadt,49.6558333,8.4747222
DE-0526,Nürburgring Heliport,50.331241,6.943107
DE-0570,Ulm Military Hospital Emergency Heliport,48.424923,9.947619
